ABCC3,AC004556.1,ACADVL,ACTB,ACTG1,ACTN1,ACTN4,ADAR,AEBP1,AES,AGPAT2,ALDOA,ANXA11,ANXA2,AP2M1,AP2S1,APCS,APOE,APOL1,APOL2,APP,AQP1,AQP3,AQP5,ARHGDIA,ARPC1B,ARPC4,ARRDC1,ASS1,ATF4,ATP1A1,ATP1B1,ATP2A3,ATP5E,ATP5G2,ATP6AP1,ATP6V0B,ATP6V0E1,AURKAIP1,B2M,BACE2,BCAP31,BCL2L1,BGN,BLVRB,BRSK1,BSG,BST2,C11orf96,C19orf33,C19orf53,C1QA,C1R,C3,C4A,C4B,CALR,CAPNS1,CAVIN1,CBX7,CCDC85B,CCND1,CD151,CD59,CD63,CD68,CD74,CD81,CD99,CDC37,CDC42EP1,CEBPB,CEL,CELA3A,CELA3B,CES1,CFB,CFL1,CHCHD2,CHPF,CIB1,CIRBP,CLDN2,CLDN4,CLDN7,CLIC1,CLPS,CLSTN1,CLTA,CLU,CNN2,COL18A1,COL1A1,COL1A2,COL3A1,COL4A2,COL6A2,COL6A3,COLGALT1,COMMD1,COX4I1,COX6B1,COX8A,CPA1,CPA2,CPB1,CREB3L1,CRIP2,CRISPLD2,CRP,CSDE1,CST3,CSTB,CTRB1,CTRB2,CTRC,CTSA,CTSB,CTSD,CTSZ,CUTA,CXXC5,CYBA,DDB1,DDIT4,DHCR24,DMBT1,DST,DUOXA2,DUS1L,DUSP23,DYNC1H1,DYNC1LI2,DYNLRB1,EDF1,EEF1A1,EEF1D,EEF2,EFHD2,EHBP1L1,EIF1,EIF3B,EIF4EBP1,EIF4G1,EIF4G2,EIF5A,EIF5AL1,EIF6,ELF3,ELOB,ELOVL1,EMILIN1,ENO1,EPN1,ERBB3,ERGIC3,EZR,FAM83H,FBL,FBLN1,FKBP1A,FKBP2,FLNA,FLNB,FLOT2,FN1,FOXP1,FPGS,FTH1,FTL,FXYD3,FXYD5,GAK,GANAB,GAPDH,GAS6,GCNT3,GDF15,GIPC1,GNAI2,GNAS,GP2,GPAA1,GPX1,GPX2,GPX4,GRINA,GRN,GSTO1,GSTP1,GUK1,H1F0,H1FX,H2AFJ,H3F3B,HADHA,HDLBP,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-E,HMGA1,HNRNPK,HSP90B1,HSPA5,HSPB1,HSPG2,HTRA1,ID1,IER2,IER3,IFI27,IFI6,IFITM2,IFITM3,IGFBP4,IL1RN,IL32,INF2,INTS1,ISG15,ITGA3,ITGB4,JUNB,JUND,JUP,KDELR1,KLF15,KRT17,KRT18,KRT19,KRT7,KRT8,LAD1,LAMB3,LAMC2,LAMP1,LAPTM5,LCN2,LDLR,LGALS1,LGALS3,LGALS3BP,LGALS4,LMAN2,LMNA,LRP10,LSM4,LTBP3,LY6E,LYPLA2,MANF,MAP2K2,MAP2K3,MAPK3,MAPKAPK2,MCL1,MCRIP1,MFGE8,MGAT1,MGP,MIDN,MLF2,MMP1,MMP14,MMP2,MRPL23,MT2A,MTCH1,MTRNR2L1,MTRNR2L12,MTRNR2L8,MUC1,MUC5B,MUC6,MVP,MX1,MYH14,MYH9,MYL6,MYL9,MYRF,NBL1,NCOR2,NDUFA10,NDUFA11,NDUFA13,NDUFB10,NDUFS5,NDUFS6,NECTIN2,NEDD8,NNMT,NOP53,NOTCH3,NPC2,NPDC1,NR4A1,NRBP1,NUDC,NUMA1,OAZ1,P4HB,PCBP2,PCDH1,PDIA3,PDZK1IP1,PEBP1,PER1,PFDN5,PFN1,PGGHG,PHC2,PIGR,PIM3,PKM,PKP3,PLD3,PLEC,PLVAP,PLXNB1,PLXNB2,PMEPA1,PNLIP,PNLIPRP1,POLR2L,PPDPF,PPIA,PPP1CA,PPP1R14B,PPP2R1A,PPY,PRDX1,PRKCSH,PRRC2A,PRSS1,PRSS2,PRSS3,PRSS8,PSAP,PSMB1,PSMB7,PSMD2,PSME2,PTBP1,PTGDS,PTMA,PTMS,QARS,QSOX1,R3HDM4,RABAC1,RAC1,RACK1,RALY,RANGAP1,RARRES2,RASSF7,REG1A,REG3A,REG3G,RHBDD2,RHOA,RHOC,RING1,RNASE1,RNF167,ROMO1,RRAS,RRBP1,RRP7A,S100A10,S100A11,S100A13,S100A14,S100A16,S100A4,S100A6,SAT1,SBNO2,SCAND1,SCNN1A,SDC1,SDC4,SDF2L1,SDF4,SDHA,SEC61A1,SELENOM,SELENOW,SERF2,SERINC2,SERPINA1,SERPINB1,SERPINF1,SERPING1,SERPINH1,SFN,SH3BGRL3,SHISA5,SIGIRR,SLC16A3,SLC25A6,SLC44A4,SLC9A3R1,SLPI,SMIM22,SNRNP70,SNRPD2,SOD1,SOX4,SPINK1,SPINT1,SPON2,SPP1,SPTBN1,SQSTM1,SSR2,SSR4,SSU72,ST14,STARD10,SUPT5H,SUPT6H,SYNGR2,SYT8,TAF10,TAGLN,TAGLN2,TAPBP,TAX1BP3,TCF25,TCN1,TECR,TESC,TFF1,TFF3,TGM2,THY1,TIMM13,TIMP1,TIMP2,TM4SF1,TMC5,TMED3,TMED9,TMEM219,TMSB10,TMSB4X,TNFRSF12A,TNFRSF1A,TNFRSF21,TOMM7,TPI1,TPT1,TRABD,TRAPPC2L,TRIM29,TRIR,TSPO,TTLL12,TUBA1B,TUBB,TUBB4B,TUFM,TYMP,UBA1,UBALD2,UBC,UBE2M,UBL5,UQCR11,UQCRC1,VAMP2,VAMP8,VASP,VIM,VMP1,VPS28,VWA1,WDR46,WDR83OS,ZNHIT1,ZYX
5.240812024,0,3.822476774,6.800112051,6.169856505,4.068414417,3.822476774,0,5.942011692,4.068414417,2.64593357,1.859772018,5.671309154,3.151941447,3.525819837,3.822476774,4.278469617,4.77056639,3.151941447,0,4.461792047,3.525819837,4.461792047,1.859772018,4.278469617,4.62442422,3.822476774,1.859772018,1.859772018,1.859772018,4.62442422,0,1.859772018,3.525819837,4.62442422,4.278469617,1.859772018,4.461792047,3.822476774,3.822476774,2.64593357,4.77056639,0,6.221608091,1.859772018,0,3.822476774,3.151941447,5.743893539,3.151941447,3.822476774,3.822476774,6.539664532,6.271567378,3.822476774,3.151941447,5.671309154,4.068414417,4.62442422,0,3.525819837,5.337801895,3.151941447,4.62442422,6.618996398,3.525819837,6.898784397,6.618996398,5.428680031,3.525819837,1.859772018,4.90325684,3.822476774,4.278469617,4.77056639,1.859772018,3.151941447,6.002434129,4.461792047,0,4.461792047,0,4.62442422,3.525819837,2.64593357,4.62442422,3.525819837,4.278469617,3.525819837,1.859772018,1.859772018,5.337801895,7.049577964,6.271567378,6.833758281,6.169856505,4.77056639,6.271567378,0,3.822476774,4.461792047,1.859772018,2.64593357,3.151941447,2.64593357,3.151941447,0,1.859772018,5.136828714,3.525819837,4.461792047,7.380752739,1.859772018,4.77056639,5.136828714,0,2.64593357,5.024764525,5.878947626,1.859772018,3.151941447,0,2.64593357,3.822476774,3.525819837,5.024764525,4.068414417,2.64593357,3.151941447,1.859772018,3.525819837,2.64593357,4.068414417,2.64593357,4.278469617,6.498300385,2.64593357,5.878947626,2.64593357,2.64593357,2.64593357,3.822476774,0,4.278469617,4.77056639,3.525819837,3.525819837,3.822476774,3.525819837,1.859772018,2.64593357,4.461792047,5.024764525,2.64593357,0,4.278469617,3.822476774,0,2.64593357,6.930230403,3.822476774,2.64593357,3.822476774,1.859772018,2.64593357,5.594878565,1.859772018,3.525819837,7.357808742,6.765662355,0,2.64593357,2.64593357,0,5.428680031,4.62442422,4.068414417,0,0,5.428680031,4.461792047,3.151941447,3.151941447,1.859772018,4.461792047,3.151941447,4.278469617,5.337801895,3.151941447,4.90325684,3.822476774,1.859772018,3.822476774,1.859772018,4.90325684,4.461792047,3.822476774,5.671309154,4.278469617,4.068414417,5.594878565,4.461792047,3.151941447,4.278469617,3.525819837,4.90325684,4.461792047,5.428680031,4.278469617,3.151941447,4.62442422,3.525819837,1.859772018,4.62442422,5.743893539,6.694192353,6.411834603,3.151941447,1.859772018,0,1.859772018,1.859772018,4.068414417,3.525819837,5.743893539,3.822476774,3.525819837,4.068414417,3.151941447,4.461792047,4.068414417,5.743893539,3.822476774,3.822476774,4.068414417,0,1.859772018,3.151941447,5.337801895,5.024764525,3.151941447,5.024764525,3.525819837,4.77056639,2.64593357,3.525819837,5.428680031,4.068414417,2.64593357,3.151941447,5.136828714,4.62442422,1.859772018,3.151941447,2.64593357,1.859772018,1.859772018,4.62442422,0,4.62442422,5.024764525,6.930230403,0,3.151941447,5.024764525,4.77056639,6.961005584,0,5.942011692,4.068414417,3.822476774,4.278469617,2.64593357,3.822476774,6.221608091,4.461792047,3.822476774,0,1.859772018,5.024764525,5.024764525,4.278469617,2.64593357,5.428680031,4.068414417,0,0,3.822476774,0,4.068414417,2.64593357,2.64593357,4.90325684,5.136828714,2.64593357,4.068414417,4.461792047,3.151941447,3.525819837,0,4.278469617,1.859772018,3.822476774,5.813000347,2.64593357,1.859772018,2.64593357,1.859772018,4.068414417,3.525819837,3.151941447,6.411834603,0,3.822476774,4.90325684,0,4.278469617,3.151941447,3.525819837,3.151941447,4.461792047,0,3.525819837,4.068414417,0,0,3.822476774,3.822476774,4.62442422,4.278469617,3.151941447,2.64593357,3.151941447,1.859772018,0,2.64593357,5.024764525,5.813000347,3.822476774,1.859772018,7.51124433,0,3.525819837,3.151941447,3.151941447,4.90325684,5.878947626,3.525819837,4.068414417,4.461792047,5.337801895,0,1.859772018,4.068414417,5.337801895,1.859772018,2.64593357,3.822476774,0,4.77056639,7.380752739,0,3.822476774,5.942011692,3.822476774,2.64593357,3.151941447,4.068414417,3.151941447,4.278469617,4.278469617,2.64593357,3.525819837,5.240812024,3.151941447,1.859772018,2.64593357,0,6.833758281,4.77056639,2.64593357,3.151941447,2.64593357,0,4.068414417,2.64593357,5.024764525,2.64593357,2.64593357,2.64593357,5.813000347,6.169856505,3.822476774,6.73036988,2.64593357,5.428680031,5.428680031,4.278469617,1.859772018,5.337801895,3.151941447,0,0,4.62442422,1.859772018,3.151941447,3.525819837,0,1.859772018,2.64593357,5.240812024,3.525819837,5.594878565,0,3.822476774,1.859772018,5.813000347,5.594878565,2.64593357,4.90325684,3.151941447,1.859772018,2.64593357,3.525819837,2.64593357,5.024764525,2.64593357,3.151941447,2.64593357,4.461792047,4.461792047,1.859772018,0,3.822476774,1.859772018,1.859772018,2.64593357,4.62442422,6.221608091,5.813000347,2.64593357,6.657084239,5.240812024,1.859772018,1.859772018,3.525819837,3.822476774,1.859772018,6.116179222,6.455715172,1.859772018,4.461792047,3.822476774,1.859772018,4.62442422,6.411834603,4.278469617,1.859772018,0,0,1.859772018,0,4.278469617,2.64593357,2.64593357,3.151941447,0,3.151941447,1.859772018,6.539664532,2.64593357,3.151941447,4.068414417,3.151941447,3.525819837,1.859772018,0,5.337801895,3.151941447,0,3.822476774,2.64593357,4.77056639,4.068414417,1.859772018
4.519153412,0,5.082989365,6.280852152,0,0,5.082989365,0,0,4.519153412,0,3.580737915,5.082989365,3.580737915,3.580737915,3.580737915,4.519153412,3.580737915,5.487346431,6.06154884,3.580737915,0,6.926165925,5.082989365,0,0,0,0,3.580737915,4.519153412,6.926165925,3.580737915,3.580737915,4.519153412,5.082989365,3.580737915,5.487346431,4.519153412,0,5.802828106,3.580737915,3.580737915,0,5.082989365,0,0,3.580737915,4.519153412,0,0,0,0,0,4.519153412,3.580737915,3.580737915,5.082989365,0,0,0,3.580737915,0,0,3.580737915,6.639293102,5.082989365,5.802828106,4.519153412,3.580737915,4.519153412,3.580737915,3.580737915,3.580737915,3.580737915,0,6.926165925,4.519153412,4.519153412,0,4.519153412,3.580737915,0,6.789848204,3.580737915,0,0,4.519153412,0,3.580737915,5.487346431,0,3.580737915,0,3.580737915,3.580737915,0,0,0,0,0,3.580737915,4.519153412,0,0,3.580737915,3.580737915,0,0,0,6.06154884,6.280852152,6.789848204,6.639293102,0,0,0,0,0,5.487346431,0,0,3.580737915,4.519153412,0,3.580737915,5.487346431,6.789848204,0,5.082989365,0,3.580737915,3.580737915,0,0,0,6.471176049,3.580737915,5.082989365,4.519153412,0,3.580737915,3.580737915,0,5.487346431,5.802828106,5.802828106,5.487346431,3.580737915,6.280852152,0,0,0,5.487346431,3.580737915,0,0,3.580737915,6.06154884,5.082989365,3.580737915,0,0,0,0,0,0,0,0,6.280852152,5.802828106,5.082989365,4.519153412,3.580737915,0,5.487346431,3.580737915,6.471176049,0,3.580737915,4.519153412,3.580737915,0,0,3.580737915,6.06154884,5.082989365,5.082989365,3.580737915,0,5.487346431,5.802828106,3.580737915,3.580737915,0,6.280852152,0,4.519153412,4.519153412,0,5.082989365,3.580737915,4.519153412,4.519153412,3.580737915,0,4.519153412,3.580737915,3.580737915,0,6.06154884,0,3.580737915,0,4.519153412,0,0,3.580737915,0,3.580737915,0,0,0,0,0,5.082989365,6.471176049,5.487346431,4.519153412,3.580737915,0,3.580737915,7.370457989,4.519153412,6.471176049,5.487346431,3.580737915,0,5.082989365,3.580737915,6.471176049,4.519153412,3.580737915,3.580737915,4.519153412,5.082989365,3.580737915,4.519153412,0,4.519153412,0,4.519153412,0,3.580737915,5.082989365,0,0,0,3.580737915,0,0,0,0,5.802828106,5.082989365,7.370457989,0,3.580737915,0,5.082989365,3.580737915,0,3.580737915,0,6.926165925,8.41325676,5.802828106,3.580737915,0,0,3.580737915,4.519153412,3.580737915,6.280852152,0,0,0,0,5.082989365,3.580737915,3.580737915,3.580737915,0,0,3.580737915,0,3.580737915,4.519153412,0,4.519153412,0,0,3.580737915,3.580737915,5.082989365,0,3.580737915,3.580737915,3.580737915,5.802828106,5.487346431,0,5.802828106,3.580737915,3.580737915,6.280852152,0,3.580737915,3.580737915,0,3.580737915,0,0,5.487346431,3.580737915,0,0,0,0,3.580737915,5.082989365,0,0,3.580737915,4.519153412,0,3.580737915,0,0,0,3.580737915,6.06154884,4.519153412,5.802828106,4.519153412,0,5.082989365,0,3.580737915,0,0,6.06154884,4.519153412,0,3.580737915,3.580737915,0,0,3.580737915,3.580737915,5.487346431,6.639293102,0,0,3.580737915,3.580737915,3.580737915,0,0,4.519153412,3.580737915,5.802828106,3.580737915,3.580737915,3.580737915,0,0,4.519153412,0,7.709658248,3.580737915,3.580737915,0,3.580737915,3.580737915,5.802828106,0,0,3.580737915,0,0,4.519153412,3.580737915,3.580737915,9.129825282,5.487346431,0,6.280852152,0,0,5.082989365,3.580737915,3.580737915,4.519153412,0,0,0,5.082989365,3.580737915,0,0,3.580737915,0,7.165347808,4.519153412,0,5.487346431,5.082989365,0,5.082989365,4.519153412,4.519153412,0,4.519153412,0,0,0,3.580737915,0,0,0,5.487346431,0,0,6.06154884,0,0,6.280852152,5.802828106,3.580737915,0,0,0,0,5.487346431,0,0,3.580737915,4.519153412,6.06154884,6.471176049,3.580737915,5.487346431,0,5.487346431,5.487346431,6.639293102,3.580737915,0,0,0,4.519153412,0,5.487346431,4.519153412,3.580737915,0,0,0,0,3.580737915,0,5.082989365,0,3.580737915,4.519153412,5.082989365,4.519153412,3.580737915,3.580737915,0,5.487346431,0,3.580737915,5.082989365,3.580737915
4.730247803,0,3.783602497,6.688895606,0,3.783602497,6.019189507,0,5.296977721,3.783602497,0,3.783602497,5.296977721,3.783602497,6.019189507,0,6.498246791,0,0,5.296977721,5.296977721,0,6.019189507,0,4.730247803,3.783602497,0,0,3.783602497,4.730247803,6.857266046,3.783602497,0,3.783602497,0,0,3.783602497,0,3.783602497,3.783602497,3.783602497,0,0,3.783602497,3.783602497,0,0,4.730247803,4.730247803,0,3.783602497,3.783602497,3.783602497,0,3.783602497,3.783602497,5.296977721,4.730247803,3.783602497,0,0,4.730247803,3.783602497,0,6.857266046,3.783602497,5.296977721,5.702811786,5.296977721,0,0,0,5.296977721,0,0,7.144508489,0,3.783602497,0,0,0,4.730247803,6.019189507,5.296977721,0,3.783602497,4.730247803,3.783602497,0,6.278511764,5.296977721,0,5.702811786,0,0,0,3.783602497,0,3.783602497,0,0,0,0,0,0,3.783602497,3.783602497,0,3.783602497,5.702811786,6.019189507,3.783602497,0,0,6.019189507,3.783602497,0,0,6.688895606,0,0,0,3.783602497,5.296977721,6.688895606,4.730247803,5.702811786,5.296977721,5.702811786,0,4.730247803,0,3.783602497,3.783602497,3.783602497,6.278511764,4.730247803,3.783602497,0,0,0,0,0,5.296977721,0,4.730247803,3.783602497,0,5.702811786,0,0,0,0,3.783602497,3.783602497,0,0,0,0,4.730247803,0,0,0,0,3.783602497,0,0,0,5.702811786,5.296977721,4.730247803,0,0,4.730247803,6.019189507,0,4.730247803,5.702811786,3.783602497,6.019189507,0,5.296977721,0,0,4.730247803,4.730247803,0,4.730247803,0,6.278511764,0,0,4.730247803,0,5.296977721,0,0,3.783602497,3.783602497,3.783602497,4.730247803,5.702811786,0,0,4.730247803,3.783602497,5.702811786,5.296977721,0,3.783602497,5.702811786,4.730247803,0,0,0,0,4.730247803,0,3.783602497,3.783602497,0,3.783602497,0,0,3.783602497,5.296977721,5.296977721,0,3.783602497,4.730247803,5.702811786,7.490245112,0,0,0,0,0,3.783602497,4.730247803,6.498246791,4.730247803,0,5.702811786,3.783602497,4.730247803,0,4.730247803,4.730247803,6.278511764,0,5.296977721,0,5.296977721,0,0,0,3.783602497,0,0,0,3.783602497,4.730247803,3.783602497,0,4.730247803,5.702811786,0,0,5.296977721,0,3.783602497,4.730247803,3.783602497,7.269189389,8.765625345,5.296977721,3.783602497,3.783602497,3.783602497,0,3.783602497,0,0,0,0,0,0,3.783602497,0,0,5.296977721,5.702811786,3.783602497,5.296977721,0,3.783602497,0,0,5.702811786,0,0,0,5.296977721,6.019189507,0,3.783602497,3.783602497,5.702811786,5.702811786,5.296977721,4.730247803,7.008024284,3.783602497,0,3.783602497,6.278511764,3.783602497,4.730247803,0,5.702811786,0,5.702811786,0,3.783602497,3.783602497,0,0,6.019189507,0,0,0,0,3.783602497,0,0,5.702811786,4.730247803,6.019189507,3.783602497,3.783602497,6.278511764,7.269189389,3.783602497,4.730247803,0,5.296977721,5.296977721,0,0,0,0,0,3.783602497,5.702811786,3.783602497,0,0,3.783602497,0,6.278511764,7.269189389,0,6.278511764,3.783602497,0,0,3.783602497,0,3.783602497,0,3.783602497,0,3.783602497,5.702811786,4.730247803,3.783602497,3.783602497,0,6.857266046,3.783602497,0,0,0,3.783602497,5.296977721,0,3.783602497,0,0,0,0,6.498246791,5.296977721,7.490245112,3.783602497,3.783602497,4.730247803,3.783602497,3.783602497,3.783602497,3.783602497,0,4.730247803,0,4.730247803,6.278511764,5.702811786,3.783602497,0,0,3.783602497,0,6.688895606,3.783602497,0,3.783602497,6.498246791,0,0,3.783602497,0,4.730247803,4.730247803,3.783602497,0,0,3.783602497,0,0,4.730247803,0,0,0,6.688895606,3.783602497,0,6.498246791,7.144508489,0,0,0,6.688895606,0,7.008024284,4.730247803,3.783602497,3.783602497,0,4.730247803,3.783602497,0,0,4.730247803,3.783602497,4.730247803,0,5.702811786,3.783602497,0,0,0,0,0,0,3.783602497,3.783602497,0,0,3.783602497,6.278511764,3.783602497,3.783602497,3.783602497,0,3.783602497,0,5.296977721,3.783602497,0,0,0,3.783602497,0,5.702811786,3.783602497
0,0,6.348425376,8.036555074,4.400587408,5.366023106,7.148172203,0,0,5.366023106,5.366023106,4.400587408,0,4.400587408,0,0,0,0,6.92747394,0,5.366023106,0,4.400587408,0,0,4.400587408,4.400587408,4.400587408,0,0,4.400587408,4.400587408,0,0,0,4.400587408,5.939277669,0,6.348425376,5.366023106,0,4.400587408,5.366023106,4.400587408,0,0,0,0,0,4.400587408,0,4.400587408,0,5.939277669,4.400587408,4.400587408,0,4.400587408,0,4.400587408,0,6.348425376,0,0,5.366023106,5.366023106,6.666808019,5.366023106,5.939277669,0,0,4.400587408,4.400587408,6.92747394,6.666808019,6.92747394,0,0,0,0,5.939277669,4.400587408,0,0,0,7.508480305,6.348425376,4.400587408,0,5.939277669,5.366023106,0,0,0,0,0,0,0,0,0,0,4.400587408,0,0,0,5.366023106,0,0,4.400587408,4.400587408,4.400587408,4.400587408,0,5.366023106,7.148172203,0,0,4.400587408,6.348425376,0,4.400587408,0,4.400587408,0,6.666808019,0,4.400587408,5.366023106,0,0,0,0,4.400587408,5.366023106,0,6.348425376,4.400587408,5.366023106,0,0,0,0,0,0,4.400587408,0,0,0,0,0,0,0,5.366023106,0,0,0,4.400587408,0,4.400587408,5.366023106,0,4.400587408,0,0,0,0,4.400587408,5.366023106,6.92747394,4.400587408,0,0,0,0,6.92747394,6.666808019,0,4.400587408,0,0,0,0,0,4.400587408,0,4.400587408,0,7.339545355,4.400587408,4.400587408,6.92747394,0,0,0,0,4.400587408,0,0,6.348425376,4.400587408,4.400587408,6.666808019,0,5.939277669,0,4.400587408,4.400587408,0,4.400587408,4.400587408,4.400587408,5.366023106,0,0,0,5.939277669,4.400587408,0,0,5.366023106,0,0,0,0,4.400587408,5.366023106,0,0,4.400587408,5.366023106,4.400587408,8.422284787,0,4.400587408,5.939277669,0,5.366023106,0,6.348425376,7.659690868,0,0,4.400587408,4.400587408,0,0,0,5.939277669,0,0,0,0,0,0,0,0,4.400587408,5.939277669,0,0,0,4.400587408,0,0,0,0,0,0,6.666808019,0,4.400587408,4.400587408,0,5.939277669,8.036555074,0,0,5.366023106,0,0,0,4.400587408,6.348425376,0,0,6.348425376,0,0,0,4.400587408,0,4.400587408,4.400587408,0,0,5.366023106,4.400587408,0,0,4.400587408,0,0,5.366023106,5.366023106,0,0,5.366023106,0,4.400587408,0,0,6.348425376,0,0,6.666808019,4.400587408,0,0,4.400587408,0,4.400587408,4.400587408,0,0,4.400587408,5.366023106,0,0,5.366023106,0,0,0,0,0,0,4.400587408,5.366023106,5.366023106,0,0,5.939277669,0,0,0,5.366023106,5.366023106,0,0,0,0,5.939277669,4.400587408,4.400587408,5.366023106,4.400587408,0,4.400587408,4.400587408,0,5.939277669,7.508480305,4.400587408,0,0,4.400587408,0,0,4.400587408,0,0,0,0,5.366023106,6.666808019,0,0,0,0,6.92747394,0,0,0,0,4.400587408,4.400587408,0,0,4.400587408,0,4.400587408,0,6.666808019,4.400587408,7.339545355,4.400587408,0,0,0,4.400587408,0,0,0,7.508480305,4.400587408,4.400587408,0,0,4.400587408,0,0,4.400587408,4.400587408,6.666808019,0,0,0,0,0,0,5.366023106,0,4.400587408,0,0,0,0,0,0,4.400587408,6.348425376,4.400587408,4.400587408,0,6.666808019,0,4.400587408,4.400587408,6.348425376,0,0,0,5.366023106,0,0,4.400587408,0,0,0,4.400587408,0,4.400587408,0,0,0,4.400587408,5.366023106,0,0,0,0,0,0,0,4.400587408,6.348425376,0,0,0,0,6.666808019,0,0,0,0,4.400587408,0,4.400587408,0,0,0,0,0,0,0,0
0,0,0,6.805611622,4.534369749,4.534369749,6.805611622,0,0,0,0,0,6.077218363,0,0,4.534369749,4.534369749,0,0,0,0,4.534369749,0,0,0,0,0,0,0,0,6.077218363,0,0,6.486904125,4.534369749,7.647865209,0,0,0,5.502900145,0,0,0,0,0,0,0,6.077218363,0,0,4.534369749,0,0,5.502900145,0,0,5.502900145,0,0,4.534369749,6.077218363,0,0,0,6.077218363,0,6.486904125,6.805611622,4.534369749,0,0,0,0,0,0,4.534369749,0,0,4.534369749,0,0,0,0,4.534369749,4.534369749,0,6.077218363,0,0,6.486904125,0,5.502900145,0,4.534369749,0,0,0,0,0,0,0,0,0,4.534369749,0,0,0,5.502900145,6.486904125,0,6.077218363,5.502900145,0,5.502900145,5.502900145,0,0,0,5.502900145,0,0,0,0,0,6.805611622,0,5.502900145,0,5.502900145,0,5.502900145,0,0,0,0,5.502900145,4.534369749,0,0,0,0,7.066494961,4.534369749,4.534369749,4.534369749,0,0,0,0,0,0,0,8.381950547,0,0,0,4.534369749,0,0,4.534369749,4.534369749,5.502900145,0,0,0,0,4.534369749,4.534369749,5.502900145,6.805611622,0,0,0,4.534369749,6.805611622,0,4.534369749,0,0,0,0,4.534369749,0,0,0,0,0,0,4.534369749,6.486904125,0,0,0,0,0,6.077218363,4.534369749,6.077218363,4.534369749,5.502900145,0,0,0,0,4.534369749,0,4.534369749,0,0,5.502900145,0,5.502900145,0,0,0,0,5.502900145,4.534369749,0,4.534369749,0,0,0,0,0,6.077218363,0,6.077218363,4.534369749,0,4.534369749,8.282723748,0,6.077218363,0,4.534369749,0,4.534369749,4.534369749,5.502900145,5.502900145,0,4.534369749,6.486904125,0,0,5.502900145,4.534369749,0,0,4.534369749,0,4.534369749,0,0,0,0,0,0,0,0,0,4.534369749,0,4.534369749,4.534369749,0,0,5.502900145,0,6.077218363,5.502900145,7.066494961,5.502900145,9.117185223,4.534369749,0,0,0,0,8.176164855,5.502900145,4.534369749,0,0,0,0,0,0,4.534369749,4.534369749,0,4.534369749,0,0,0,4.534369749,0,0,0,0,0,4.534369749,7.066494961,0,0,0,5.502900145,0,0,0,4.534369749,0,0,0,4.534369749,0,0,0,4.534369749,0,6.077218363,0,0,0,0,4.534369749,4.534369749,0,4.534369749,0,6.077218363,4.534369749,0,0,6.077218363,4.534369749,5.502900145,4.534369749,0,5.502900145,0,0,4.534369749,6.077218363,0,0,0,4.534369749,0,0,0,0,0,5.502900145,0,4.534369749,0,0,6.486904125,8.933114872,4.534369749,5.502900145,7.47883911,0,0,4.534369749,0,0,0,4.534369749,0,0,0,0,6.077218363,4.534369749,0,7.936063332,0,0,4.534369749,6.805611622,4.534369749,5.502900145,0,0,0,0,0,4.534369749,4.534369749,0,7.647865209,4.534369749,0,6.805611622,0,0,0,4.534369749,0,0,4.534369749,6.077218363,0,0,0,4.534369749,0,0,0,6.486904125,0,0,4.534369749,4.534369749,0,4.534369749,0,0,6.077218363,4.534369749,0,0,5.502900145,0,0,4.534369749,5.502900145,0,0,0,5.502900145,4.534369749,0,6.077218363,0,0,0,0,0,0,0,0,0,0,4.534369749,0,5.502900145,0,4.534369749,4.534369749,4.534369749,0,5.502900145,4.534369749,0,0,0,4.534369749,0,4.534369749,4.534369749,0,0,0,0,0,6.077218363,0,0,0,0,0,0,6.077218363,0,0,0,0,0,0,0,4.534369749
